input_index,swizzled_index
0,0
1,2
2,16
3,18
4,512
5,514
6,528
7,530
8,1024
9,1026
10,1040
11,1042
12,1536
13,1538
14,1552
15,1554
16,2048
17,2050
18,2064
19,2066
20,2560
21,2562
22,2576
23,2578
24,3072
25,3074
26,3088
27,3090
28,3584
29,3586
30,3600
31,3602
32,4096
33,4098
34,4112
35,4114
36,4608
37,4610
38,4624
39,4626
40,5120
41,5122
42,5136
43,5138
44,5632
45,5634
46,5648
47,5650
48,6144
49,6146
50,6160
51,6162
52,6656
53,6658
54,6672
55,6674
56,7168
57,7170
58,7184
59,7186
60,7680
61,7682
62,7696
63,7698
64,8192
65,8194
66,8208
67,8210
68,8704
69,8706
70,8720
71,8722
72,9216
73,9218
74,9232
75,9234
76,9728
77,9730
78,9744
79,9746
80,10240
81,10242
82,10256
83,10258
84,10752
85,10754
86,10768
87,10770
88,11264
89,11266
90,11280
91,11282
92,11776
93,11778
94,11792
95,11794
96,12288
97,12290
98,12304
99,12306
100,12800
101,12802
102,12816
103,12818
104,13312
105,13314
106,13328
107,13330
108,13824
109,13826
110,13840
111,13842
112,14336
113,14338
114,14352
115,14354
116,14848
117,14850
118,14864
119,14866
120,15360
121,15362
122,15376
123,15378
124,15872
125,15874
126,15888
127,15890
128,16384
129,16386
130,16400
131,16402
132,16896
133,16898
134,16912
135,16914
136,17408
137,17410
138,17424
139,17426
140,17920
141,17922
142,17936
143,17938
144,18432
145,18434
146,18448
147,18450
148,18944
149,18946
150,18960
151,18962
152,19456
153,19458
154,19472
155,19474
156,19968
157,19970
158,19984
159,19986
160,20480
161,20482
162,20496
163,20498
164,20992
165,20994
166,21008
167,21010
168,21504
169,21506
170,21520
171,21522
172,22016
173,22018
174,22032
175,22034
176,22528
177,22530
178,22544
179,22546
180,23040
181,23042
182,23056
183,23058
184,23552
185,23554
186,23568
187,23570
188,24064
189,24066
190,24080
191,24082
192,24576
193,24578
194,24592
195,24594
196,25088
197,25090
198,25104
199,25106
200,25600
201,25602
202,25616
203,25618
204,26112
205,26114
206,26128
207,26130
208,26624
209,26626
210,26640
211,26642
212,27136
213,27138
214,27152
215,27154
216,27648
217,27650
218,27664
219,27666
220,28160
221,28162
222,28176
223,28178
224,28672
225,28674
226,28688
227,28690
228,29184
229,29186
230,29200
231,29202
232,29696
233,29698
234,29712
235,29714
236,30208
237,30210
238,30224
239,30226
240,30720
241,30722
242,30736
243,30738
244,31232
245,31234
246,31248
247,31250
248,31744
249,31746
250,31760
251,31762
252,32256
253,32258
254,32272
255,32274
256,1
257,3
258,17
259,19
260,513
261,515
262,529
263,531
264,1025
265,1027
266,1041
267,1043
268,1537
269,1539
270,1553
271,1555
272,2049
273,2051
274,2065
275,2067
276,2561
277,2563
278,2577
279,2579
280,3073
281,3075
282,3089
283,3091
284,3585
285,3587
286,3601
287,3603
288,4097
289,4099
290,4113
291,4115
292,4609
293,4611
294,4625
295,4627
296,5121
297,5123
298,5137
299,5139
300,5633
301,5635
302,5649
303,5651
304,6145
305,6147
306,6161
307,6163
308,6657
309,6659
310,6673
311,6675
312,7169
313,7171
314,7185
315,7187
316,7681
317,7683
318,7697
319,7699
320,8193
321,8195
322,8209
323,8211
324,8705
325,8707
326,8721
327,8723
328,9217
329,9219
330,9233
331,9235
332,9729
333,9731
334,9745
335,9747
336,10241
337,10243
338,10257
339,10259
340,10753
341,10755
342,10769
343,10771
344,11265
345,11267
346,11281
347,11283
348,11777
349,11779
350,11793
351,11795
352,12289
353,12291
354,12305
355,12307
356,12801
357,12803
358,12817
359,12819
360,13313
361,13315
362,13329
363,13331
364,13825
365,13827
366,13841
367,13843
368,14337
369,14339
370,14353
371,14355
372,14849
373,14851
374,14865
375,14867
376,15361
377,15363
378,15377
379,15379
380,15873
381,15875
382,15889
383,15891
384,16385
385,16387
386,16401
387,16403
388,16897
389,16899
390,16913
391,16915
392,17409
393,17411
394,17425
395,17427
396,17921
397,17923
398,17937
399,17939
400,18433
401,18435
402,18449
403,18451
404,18945
405,18947
406,18961
407,18963
408,19457
409,19459
410,19473
411,19475
412,19969
413,19971
414,19985
415,19987
416,20481
417,20483
418,20497
419,20499
420,20993
421,20995
422,21009
423,21011
424,21505
425,21507
426,21521
427,21523
428,22017
429,22019
430,22033
431,22035
432,22529
433,22531
434,22545
435,22547
436,23041
437,23043
438,23057
439,23059
440,23553
441,23555
442,23569
443,23571
444,24065
445,24067
446,24081
447,24083
448,24577
449,24579
450,24593
451,24595
452,25089
453,25091
454,25105
455,25107
456,25601
457,25603
458,25617
459,25619
460,26113
461,26115
462,26129
463,26131
464,26625
465,26627
466,26641
467,26643
468,27137
469,27139
470,27153
471,27155
472,27649
473,27651
474,27665
475,27667
476,28161
477,28163
478,28177
479,28179
480,28673
481,28675
482,28689
483,28691
484,29185
485,29187
486,29201
487,29203
488,29697
489,29699
490,29713
491,29715
492,30209
493,30211
494,30225
495,30227
496,30721
497,30723
498,30737
499,30739
500,31233
501,31235
502,31249
503,31251
504,31745
505,31747
506,31761
507,31763
508,32257
509,32259
510,32273
511,32275
512,4
513,6
514,20
515,22
516,516
517,518
518,532
519,534
520,1028
521,1030
522,1044
523,1046
524,1540
525,1542
526,1556
527,1558
528,2052
529,2054
530,2068
531,2070
532,2564
533,2566
534,2580
535,2582
536,3076
537,3078
538,3092
539,3094
540,3588
541,3590
542,3604
543,3606
544,4100
545,4102
546,4116
547,4118
548,4612
549,4614
550,4628
551,4630
552,5124
553,5126
554,5140
555,5142
556,5636
557,5638
558,5652
559,5654
560,6148
561,6150
562,6164
563,6166
564,6660
565,6662
566,6676
567,6678
568,7172
569,7174
570,7188
571,7190
572,7684
573,7686
574,7700
575,7702
576,8196
577,8198
578,8212
579,8214
580,8708
581,8710
582,8724
583,8726
584,9220
585,9222
586,9236
587,9238
588,9732
589,9734
590,9748
591,9750
592,10244
593,10246
594,10260
595,10262
596,10756
597,10758
598,10772
599,10774
600,11268
601,11270
602,11284
603,11286
604,11780
605,11782
606,11796
607,11798
608,12292
609,12294
610,12308
611,12310
612,12804
613,12806
614,12820
615,12822
616,13316
617,13318
618,13332
619,13334
620,13828
621,13830
622,13844
623,13846
624,14340
625,14342
626,14356
627,14358
628,14852
629,14854
630,14868
631,14870
632,15364
633,15366
634,15380
635,15382
636,15876
637,15878
638,15892
639,15894
640,16388
641,16390
642,16404
643,16406
644,16900
645,16902
646,16916
647,16918
648,17412
649,17414
650,17428
651,17430
652,17924
653,17926
654,17940
655,17942
656,18436
657,18438
658,18452
659,18454
660,18948
661,18950
662,18964
663,18966
664,19460
665,19462
666,19476
667,19478
668,19972
669,19974
670,19988
671,19990
672,20484
673,20486
674,20500
675,20502
676,20996
677,20998
678,21012
679,21014
680,21508
681,21510
682,21524
683,21526
684,22020
685,22022
686,22036
687,22038
688,22532
689,22534
690,22548
691,22550
692,23044
693,23046
694,23060
695,23062
696,23556
697,23558
698,23572
699,23574
700,24068
701,24070
702,24084
703,24086
704,24580
705,24582
706,24596
707,24598
708,25092
709,25094
710,25108
711,25110
712,25604
713,25606
714,25620
715,25622
716,26116
717,26118
718,26132
719,26134
720,26628
721,26630
722,26644
723,26646
724,27140
725,27142
726,27156
727,27158
728,27652
729,27654
730,27668
731,27670
732,28164
733,28166
734,28180
735,28182
736,28676
737,28678
738,28692
739,28694
740,29188
741,29190
742,29204
743,29206
744,29700
745,29702
746,29716
747,29718
748,30212
749,30214
750,30228
751,30230
752,30724
753,30726
754,30740
755,30742
756,31236
757,31238
758,31252
759,31254
760,31748
761,31750
762,31764
763,31766
764,32260
765,32262
766,32276
767,32278
768,5
769,7
770,21
771,23
772,517
773,519
774,533
775,535
776,1029
777,1031
778,1045
779,1047
780,1541
781,1543
782,1557
783,1559
784,2053
785,2055
786,2069
787,2071
788,2565
789,2567
790,2581
791,2583
792,3077
793,3079
794,3093
795,3095
796,3589
797,3591
798,3605
799,3607
800,4101
801,4103
802,4117
803,4119
804,4613
805,4615
806,4629
807,4631
808,5125
809,5127
810,5141
811,5143
812,5637
813,5639
814,5653
815,5655
816,6149
817,6151
818,6165
819,6167
820,6661
821,6663
822,6677
823,6679
824,7173
825,7175
826,7189
827,7191
828,7685
829,7687
830,7701
831,7703
832,8197
833,8199
834,8213
835,8215
836,8709
837,8711
838,8725
839,8727
840,9221
841,9223
842,9237
843,9239
844,9733
845,9735
846,9749
847,9751
848,10245
849,10247
850,10261
851,10263
852,10757
853,10759
854,10773
855,10775
856,11269
857,11271
858,11285
859,11287
860,11781
861,11783
862,11797
863,11799
864,12293
865,12295
866,12309
867,12311
868,12805
869,12807
870,12821
871,12823
872,13317
873,13319
874,13333
875,13335
876,13829
877,13831
878,13845
879,13847
880,14341
881,14343
882,14357
883,14359
884,14853
885,14855
886,14869
887,14871
888,15365
889,15367
890,15381
891,15383
892,15877
893,15879
894,15893
895,15895
896,16389
897,16391
898,16405
899,16407
900,16901
901,16903
902,16917
903,16919
904,17413
905,17415
906,17429
907,17431
908,17925
909,17927
910,17941
911,17943
912,18437
913,18439
914,18453
915,18455
916,18949
917,18951
918,18965
919,18967
920,19461
921,19463
922,19477
923,19479
924,19973
925,19975
926,19989
927,19991
928,20485
929,20487
930,20501
931,20503
932,20997
933,20999
934,21013
935,21015
936,21509
937,21511
938,21525
939,21527
940,22021
941,22023
942,22037
943,22039
944,22533
945,22535
946,22549
947,22551
948,23045
949,23047
950,23061
951,23063
952,23557
953,23559
954,23573
955,23575
956,24069
957,24071
958,24085
959,24087
960,24581
961,24583
962,24597
963,24599
964,25093
965,25095
966,25109
967,25111
968,25605
969,25607
970,25621
971,25623
972,26117
973,26119
974,26133
975,26135
976,26629
977,26631
978,26645
979,26647
980,27141
981,27143
982,27157
983,27159
984,27653
985,27655
986,27669
987,27671
988,28165
989,28167
990,28181
991,28183
992,28677
993,28679
994,28693
995,28695
996,29189
997,29191
998,29205
999,29207
1000,29701
1001,29703
1002,29717
1003,29719
1004,30213
1005,30215
1006,30229
1007,30231
1008,30725
1009,30727
1010,30741
1011,30743
1012,31237
1013,31239
1014,31253
1015,31255
1016,31749
1017,31751
1018,31765
1019,31767
1020,32261
1021,32263
1022,32277
1023,32279
1024,8
1025,10
1026,24
1027,26
1028,520
1029,522
1030,536
1031,538
1032,1032
1033,1034
1034,1048
