input_index,swizzled_index
0,0
1,1
2,2
3,3
4,8
5,9
6,10
7,11
8,64
9,65
10,66
11,67
12,72
13,73
14,74
15,75
16,2048
17,2049
18,2050
19,2051
20,2056
21,2057
22,2058
23,2059
24,2112
25,2113
26,2114
27,2115
28,2120
29,2121
30,2122
31,2123
32,4096
33,4097
34,4098
35,4099
36,4104
37,4105
38,4106
39,4107
40,4160
41,4161
42,4162
43,4163
44,4168
45,4169
46,4170
47,4171
48,6144
49,6145
50,6146
51,6147
52,6152
53,6153
54,6154
55,6155
56,6208
57,6209
58,6210
59,6211
60,6216
61,6217
62,6218
63,6219
64,8192
65,8193
66,8194
67,8195
68,8200
69,8201
70,8202
71,8203
72,8256
73,8257
74,8258
75,8259
76,8264
77,8265
78,8266
79,8267
80,10240
81,10241
82,10242
83,10243
84,10248
85,10249
86,10250
87,10251
88,10304
89,10305
90,10306
91,10307
92,10312
93,10313
94,10314
95,10315
96,12288
97,12289
98,12290
99,12291
100,12296
101,12297
102,12298
103,12299
104,12352
105,12353
106,12354
107,12355
108,12360
109,12361
110,12362
111,12363
112,14336
113,14337
114,14338
115,14339
116,14344
117,14345
118,14346
119,14347
120,14400
121,14401
122,14402
123,14403
124,14408
125,14409
126,14410
127,14411
128,16384
129,16385
130,16386
131,16387
132,16392
133,16393
134,16394
135,16395
136,16448
137,16449
138,16450
139,16451
140,16456
141,16457
142,16458
143,16459
144,18432
145,18433
146,18434
147,18435
148,18440
149,18441
150,18442
151,18443
152,18496
153,18497
154,18498
155,18499
156,18504
157,18505
158,18506
159,18507
160,20480
161,20481
162,20482
163,20483
164,20488
165,20489
166,20490
167,20491
168,20544
169,20545
170,20546
171,20547
172,20552
173,20553
174,20554
175,20555
176,22528
177,22529
178,22530
179,22531
180,22536
181,22537
182,22538
183,22539
184,22592
185,22593
186,22594
187,22595
188,22600
189,22601
190,22602
191,22603
192,24576
193,24577
194,24578
195,24579
196,24584
197,24585
198,24586
199,24587
200,24640
201,24641
202,24642
203,24643
204,24648
205,24649
206,24650
207,24651
208,26624
209,26625
210,26626
211,26627
212,26632
213,26633
214,26634
215,26635
216,26688
217,26689
218,26690
219,26691
220,26696
221,26697
222,26698
223,26699
224,28672
225,28673
226,28674
227,28675
228,28680
229,28681
230,28682
231,28683
232,28736
233,28737
234,28738
235,28739
236,28744
237,28745
238,28746
239,28747
240,30720
241,30721
242,30722
243,30723
244,30728
245,30729
246,30730
247,30731
248,30784
249,30785
250,30786
251,30787
252,30792
253,30793
254,30794
255,30795
256,32768
257,32769
258,32770
259,32771
260,32776
261,32777
262,32778
263,32779
264,32832
265,32833
266,32834
267,32835
268,32840
269,32841
270,32842
271,32843
272,34816
273,34817
274,34818
275,34819
276,34824
277,34825
278,34826
279,34827
280,34880
281,34881
282,34882
283,34883
284,34888
285,34889
286,34890
287,34891
288,36864
289,36865
290,36866
291,36867
292,36872
293,36873
294,36874
295,36875
296,36928
297,36929
298,36930
299,36931
300,36936
301,36937
302,36938
303,36939
304,38912
305,38913
306,38914
307,38915
308,38920
309,38921
310,38922
311,38923
312,38976
313,38977
314,38978
315,38979
316,38984
317,38985
318,38986
319,38987
320,40960
321,40961
322,40962
323,40963
324,40968
325,40969
326,40970
327,40971
328,41024
329,41025
330,41026
331,41027
332,41032
333,41033
334,41034
335,41035
336,43008
337,43009
338,43010
339,43011
340,43016
341,43017
342,43018
343,43019
344,43072
345,43073
346,43074
347,43075
348,43080
349,43081
350,43082
351,43083
352,45056
353,45057
354,45058
355,45059
356,45064
357,45065
358,45066
359,45067
360,45120
361,45121
362,45122
363,45123
364,45128
365,45129
366,45130
367,45131
368,47104
369,47105
370,47106
371,47107
372,47112
373,47113
374,47114
375,47115
376,47168
377,47169
378,47170
379,47171
380,47176
381,47177
382,47178
383,47179
384,49152
385,49153
386,49154
387,49155
388,49160
389,49161
390,49162
391,49163
392,49216
393,49217
394,49218
395,49219
396,49224
397,49225
398,49226
399,49227
400,51200
401,51201
402,51202
403,51203
404,51208
405,51209
406,51210
407,51211
408,51264
409,51265
410,51266
411,51267
412,51272
413,51273
414,51274
415,51275
416,53248
417,53249
418,53250
419,53251
420,53256
421,53257
422,53258
423,53259
424,53312
425,53313
426,53314
427,53315
428,53320
429,53321
430,53322
431,53323
432,55296
433,55297
434,55298
435,55299
436,55304
437,55305
438,55306
439,55307
440,55360
441,55361
442,55362
443,55363
444,55368
445,55369
446,55370
447,55371
448,57344
449,57345
450,57346
451,57347
452,57352
453,57353
454,57354
455,57355
456,57408
457,57409
458,57410
459,57411
460,57416
461,57417
462,57418
463,57419
464,59392
465,59393
466,59394
467,59395
468,59400
469,59401
470,59402
471,59403
472,59456
473,59457
474,59458
475,59459
476,59464
477,59465
478,59466
479,59467
480,61440
481,61441
482,61442
483,61443
484,61448
485,61449
486,61450
487,61451
488,61504
489,61505
490,61506
491,61507
492,61512
493,61513
494,61514
495,61515
496,63488
497,63489
498,63490
499,63491
500,63496
501,63497
502,63498
503,63499
504,63552
505,63553
506,63554
507,63555
508,63560
509,63561
510,63562
511,63563
512,4
513,5
514,6
515,7
516,12
517,13
518,14
519,15
520,68
521,69
522,70
523,71
524,76
525,77
526,78
527,79
528,2052
529,2053
530,2054
531,2055
532,2060
533,2061
534,2062
535,2063
536,2116
537,2117
538,2118
539,2119
540,2124
541,2125
542,2126
543,2127
544,4100
545,4101
546,4102
547,4103
548,4108
549,4109
550,4110
551,4111
552,4164
553,4165
554,4166
555,4167
556,4172
557,4173
558,4174
559,4175
560,6148
561,6149
562,6150
563,6151
564,6156
565,6157
566,6158
567,6159
568,6212
569,6213
570,6214
571,6215
572,6220
573,6221
574,6222
575,6223
576,8196
577,8197
578,8198
579,8199
580,8204
581,8205
582,8206
583,8207
584,8260
585,8261
586,8262
587,8263
588,8268
589,8269
590,8270
591,8271
592,10244
593,10245
594,10246
595,10247
596,10252
597,10253
598,10254
599,10255
600,10308
601,10309
602,10310
603,10311
604,10316
605,10317
606,10318
607,10319
608,12292
609,12293
610,12294
611,12295
612,12300
613,12301
614,12302
615,12303
616,12356
617,12357
618,12358
619,12359
620,12364
621,12365
622,12366
623,12367
624,14340
625,14341
626,14342
627,14343
628,14348
629,14349
630,14350
631,14351
632,14404
633,14405
634,14406
635,14407
636,14412
637,14413
638,14414
639,14415
640,16388
641,16389
642,16390
643,16391
644,16396
645,16397
646,16398
647,16399
648,16452
649,16453
650,16454
651,16455
652,16460
653,16461
654,16462
655,16463
656,18436
657,18437
658,18438
659,18439
660,18444
661,18445
662,18446
663,18447
664,18500
665,18501
666,18502
667,18503
668,18508
669,18509
670,18510
671,18511
672,20484
673,20485
674,20486
675,20487
676,20492
677,20493
678,20494
679,20495
680,20548
681,20549
682,20550
683,20551
684,20556
685,20557
686,20558
687,20559
688,22532
689,22533
690,22534
691,22535
692,22540
693,22541
694,22542
695,22543
696,22596
697,22597
698,22598
699,22599
700,22604
701,22605
702,22606
703,22607
704,24580
705,24581
706,24582
707,24583
708,24588
709,24589
710,24590
711,24591
712,24644
713,24645
714,24646
715,24647
716,24652
717,24653
718,24654
719,24655
720,26628
721,26629
722,26630
723,26631
724,26636
725,26637
726,26638
727,26639
728,26692
729,26693
730,26694
731,26695
732,26700
733,26701
734,26702
735,26703
736,28676
737,28677
738,28678
739,28679
740,28684
741,28685
742,28686
743,28687
744,28740
745,28741
746,28742
747,28743
748,28748
749,28749
750,28750
751,28751
752,30724
753,30725
754,30726
755,30727
756,30732
757,30733
758,30734
759,30735
760,30788
761,30789
762,30790
763,30791
764,30796
765,30797
766,30798
767,30799
768,32772
769,32773
770,32774
771,32775
772,32780
773,32781
774,32782
775,32783
776,32836
777,32837
778,32838
779,32839
780,32844
781,32845
782,32846
783,32847
784,34820
785,34821
786,34822
787,34823
788,34828
789,34829
790,34830
791,34831
792,34884
793,34885
794,34886
795,34887
796,34892
797,34893
798,34894
799,34895
800,36868
801,36869
802,36870
803,36871
804,36876
805,36877
806,36878
807,36879
808,36932
809,36933
810,36934
811,36935
812,36940
813,36941
814,36942
815,36943
816,38916
817,38917
818,38918
819,38919
820,38924
821,38925
822,38926
823,38927
824,38980
825,38981
826,38982
827,38983
828,38988
829,38989
830,38990
831,38991
832,40964
833,40965
834,40966
835,40967
836,40972
837,40973
838,40974
839,40975
840,41028
841,41029
842,41030
843,41031
844,41036
845,41037
846,41038
847,41039
848,43012
849,43013
850,43014
851,43015
852,43020
853,43021
854,43022
855,43023
856,43076
857,43077
858,43078
859,43079
860,43084
861,43085
862,43086
863,43087
864,45060
865,45061
