input_index,swizzled_index
0,0
1,1
2,2
3,3
4,8
5,9
6,10
7,11
8,64
9,65
10,66
11,67
12,72
13,73
14,74
15,75
16,2048
17,2049
18,2050
19,2051
20,2056
21,2057
22,2058
23,2059
24,2112
25,2113
26,2114
27,2115
28,2120
29,2121
30,2122
31,2123
32,4096
33,4097
34,4098
35,4099
36,4104
37,4105
38,4106
39,4107
40,4160
41,4161
42,4162
43,4163
44,4168
45,4169
46,4170
47,4171
48,6144
49,6145
50,6146
51,6147
52,6152
53,6153
54,6154
55,6155
56,6208
57,6209
58,6210
59,6211
60,6216
61,6217
62,6218
63,6219
64,8192
65,8193
66,8194
67,8195
68,8200
69,8201
70,8202
71,8203
72,8256
73,8257
74,8258
75,8259
76,8264
77,8265
78,8266
79,8267
80,10240
81,10241
82,10242
83,10243
84,10248
85,10249
86,10250
87,10251
88,10304
89,10305
90,10306
91,10307
92,10312
93,10313
94,10314
95,10315
96,12288
97,12289
98,12290
99,12291
100,12296
101,12297
102,12298
103,12299
104,12352
105,12353
106,12354
107,12355
108,12360
109,12361
110,12362
111,12363
112,14336
113,14337
114,14338
115,14339
116,14344
117,14345
118,14346
119,14347
120,14400
121,14401
122,14402
123,14403
124,14408
125,14409
126,14410
127,14411
128,16384
129,16385
130,16386
131,16387
132,16392
133,16393
134,16394
135,16395
136,16448
137,16449
138,16450
139,16451
140,16456
141,16457
142,16458
143,16459
144,18432
145,18433
146,18434
147,18435
148,18440
149,18441
150,18442
151,18443
152,18496
153,18497
154,18498
155,18499
156,18504
157,18505
158,18506
159,18507
160,20480
161,20481
162,20482
163,20483
164,20488
165,20489
166,20490
167,20491
168,20544
169,20545
170,20546
171,20547
172,20552
173,20553
174,20554
175,20555
176,22528
177,22529
178,22530
179,22531
180,22536
181,22537
182,22538
183,22539
184,22592
185,22593
186,22594
187,22595
188,22600
189,22601
190,22602
191,22603
192,24576
193,24577
194,24578
195,24579
196,24584
197,24585
198,24586
199,24587
200,24640
201,24641
202,24642
203,24643
204,24648
205,24649
206,24650
207,24651
208,26624
209,26625
210,26626
211,26627
212,26632
213,26633
214,26634
215,26635
216,26688
217,26689
218,26690
219,26691
220,26696
221,26697
222,26698
223,26699
224,28672
225,28673
226,28674
227,28675
228,28680
229,28681
230,28682
231,28683
232,28736
233,28737
234,28738
235,28739
236,28744
237,28745
238,28746
239,28747
240,30720
241,30721
242,30722
243,30723
244,30728
245,30729
246,30730
247,30731
248,30784
249,30785
250,30786
251,30787
252,30792
253,30793
254,30794
255,30795
256,32768
257,32769
258,32770
259,32771
260,32776
261,32777
262,32778
263,32779
264,32832
265,32833
266,32834
267,32835
268,32840
269,32841
270,32842
271,32843
272,34816
273,34817
274,34818
275,34819
276,34824
277,34825
278,34826
279,34827
280,34880
281,34881
282,34882
283,34883
284,34888
285,34889
286,34890
287,34891
288,36864
289,36865
290,36866
291,36867
292,36872
293,36873
294,36874
295,36875
296,36928
297,36929
298,36930
299,36931
300,36936
301,36937
302,36938
303,36939
304,38912
305,38913
306,38914
307,38915
308,38920
309,38921
310,38922
311,38923
312,38976
313,38977
314,38978
315,38979
316,38984
317,38985
318,38986
319,38987
320,4
321,5
322,6
323,7
324,12
325,13
326,14
327,15
328,68
329,69
330,70
331,71
332,76
333,77
334,78
335,79
336,2052
337,2053
338,2054
339,2055
340,2060
341,2061
342,2062
343,2063
344,2116
345,2117
346,2118
347,2119
348,2124
349,2125
350,2126
351,2127
352,4100
353,4101
354,4102
355,4103
356,4108
357,4109
358,4110
359,4111
360,4164
361,4165
362,4166
363,4167
364,4172
365,4173
366,4174
367,4175
368,6148
369,6149
370,6150
371,6151
372,6156
373,6157
374,6158
375,6159
376,6212
377,6213
378,6214
379,6215
380,6220
381,6221
382,6222
383,6223
384,8196
385,8197
386,8198
387,8199
388,8204
389,8205
390,8206
391,8207
392,8260
393,8261
394,8262
395,8263
396,8268
397,8269
398,8270
399,8271
400,10244
401,10245
402,10246
403,10247
404,10252
405,10253
406,10254
407,10255
408,10308
409,10309
410,10310
411,10311
412,10316
413,10317
414,10318
415,10319
416,12292
417,12293
418,12294
419,12295
420,12300
421,12301
422,12302
423,12303
424,12356
425,12357
426,12358
427,12359
428,12364
429,12365
430,12366
431,12367
432,14340
433,14341
434,14342
435,14343
436,14348
437,14349
438,14350
439,14351
440,14404
441,14405
442,14406
443,14407
444,14412
445,14413
446,14414
447,14415
448,16388
449,16389
450,16390
451,16391
452,16396
453,16397
454,16398
455,16399
456,16452
457,16453
458,16454
459,16455
460,16460
461,16461
462,16462
463,16463
464,18436
465,18437
466,18438
467,18439
468,18444
469,18445
470,18446
471,18447
472,18500
473,18501
474,18502
475,18503
476,18508
477,18509
478,18510
479,18511
480,20484
481,20485
482,20486
483,20487
484,20492
485,20493
486,20494
487,20495
488,20548
489,20549
490,20550
491,20551
492,20556
493,20557
494,20558
495,20559
496,22532
497,22533
498,22534
499,22535
500,22540
501,22541
502,22542
503,22543
504,22596
505,22597
506,22598
507,22599
508,22604
509,22605
510,22606
511,22607
512,24580
513,24581
514,24582
515,24583
516,24588
517,24589
518,24590
519,24591
520,24644
521,24645
522,24646
523,24647
524,24652
525,24653
526,24654
527,24655
528,26628
529,26629
530,26630
531,26631
532,26636
533,26637
534,26638
535,26639
536,26692
537,26693
538,26694
539,26695
540,26700
541,26701
542,26702
543,26703
544,28676
545,28677
546,28678
547,28679
548,28684
549,28685
550,28686
551,28687
552,28740
553,28741
554,28742
555,28743
556,28748
557,28749
558,28750
559,28751
560,30724
561,30725
562,30726
563,30727
564,30732
565,30733
566,30734
567,30735
568,30788
569,30789
570,30790
571,30791
572,30796
573,30797
574,30798
575,30799
576,32772
577,32773
578,32774
579,32775
580,32780
581,32781
582,32782
583,32783
584,32836
585,32837
586,32838
587,32839
588,32844
589,32845
590,32846
591,32847
592,34820
593,34821
594,34822
595,34823
596,34828
597,34829
598,34830
599,34831
600,34884
601,34885
602,34886
603,34887
604,34892
605,34893
606,34894
607,34895
608,36868
609,36869
610,36870
611,36871
612,36876
613,36877
614,36878
615,36879
616,36932
617,36933
618,36934
619,36935
620,36940
621,36941
622,36942
623,36943
624,38916
625,38917
626,38918
627,38919
628,38924
629,38925
630,38926
631,38927
632,38980
633,38981
634,38982
635,38983
636,38988
637,38989
638,38990
639,38991
640,16
641,17
642,18
643,19
644,24
645,25
646,26
647,27
648,80
649,81
650,82
651,83
652,88
653,89
654,90
655,91
656,2064
657,2065
658,2066
659,2067
660,2072
661,2073
662,2074
663,2075
664,2128
665,2129
666,2130
667,2131
668,2136
669,2137
670,2138
671,2139
672,4112
673,4113
674,4114
675,4115
676,4120
677,4121
678,4122
679,4123
680,4176
681,4177
682,4178
683,4179
684,4184
685,4185
686,4186
687,4187
688,6160
689,6161
690,6162
691,6163
692,6168
693,6169
694,6170
695,6171
696,6224
697,6225
698,6226
699,6227
700,6232
701,6233
702,6234
703,6235
704,8208
705,8209
706,8210
707,8211
708,8216
709,8217
710,8218
711,8219
712,8272
713,8273
714,8274
715,8275
716,8280
717,8281
718,8282
719,8283
720,10256
721,10257
722,10258
723,10259
724,10264
725,10265
726,10266
727,10267
728,10320
729,10321
730,10322
731,10323
732,10328
733,10329
734,10330
735,10331
736,12304
737,12305
738,12306
739,12307
740,12312
741,12313
742,12314
743,12315
744,12368
745,12369
746,12370
747,12371
748,12376
749,12377
750,12378
751,12379
752,14352
753,14353
754,14354
755,14355
756,14360
757,14361
758,14362
759,14363
760,14416
761,14417
762,14418
763,14419
764,14424
765,14425
766,14426
767,14427
768,16400
769,16401
770,16402
771,16403
772,16408
773,16409
774,16410
775,16411
776,16464
777,16465
778,16466
779,16467
780,16472
781,16473
782,16474
783,16475
784,18448
785,18449
786,18450
787,18451
788,18456
789,18457
790,18458
791,18459
792,18512
793,18513
794,18514
795,18515
796,18520
797,18521
798,18522
799,18523
800,20496
801,20497
802,20498
803,20499
804,20504
805,20505
806,20506
807,20507
808,20560
809,20561
810,20562
811,20563
812,20568
813,20569
814,20570
815,20571
816,22544
817,22545
818,22546
819,22547
820,22552
821,22553
822,22554
823,22555
824,22608
825,22609
826,22610
827,22611
828,22616
829,22617
830,22618
831,22619
832,24592
833,24593
834,24594
835,24595
836,24600
837,24601
838,24602
839,24603
840,24656
841,24657
842,24658
843,24659
844,24664
845,24665
846,24666
847,24667
848,26640
849,26641
850,26642
851,26643
852,26648
853,26649
854,26650
855,26651
856,26704
857,26705
858,26706
859,26707
860,26712
861,26713
862,26714
863,26715
864,28688
865,28689
866,28690
867,28691
868,28696
