input_index,swizzled_index
0,0
1,2
2,16
3,18
4,64
5,66
6,80
7,82
8,128
9,130
10,144
11,146
12,1
13,3
14,17
15,19
16,65
17,67
18,81
19,83
20,129
21,131
22,145
23,147
24,4
25,6
26,20
27,22
28,68
29,70
30,84
31,86
32,132
33,134
34,148
35,150
36,5
37,7
38,21
39,23
40,69
41,71
42,85
43,87
44,133
45,135
46,149
47,151
48,8
49,10
50,24
51,26
52,72
53,74
54,88
55,90
56,136
57,138
58,152
59,154
60,9
61,11
62,25
63,27
64,73
65,75
66,89
67,91
68,137
69,139
70,153
71,155
72,12
73,14
74,28
75,30
76,76
77,78
78,92
79,94
80,140
81,142
82,156
83,158
84,13
85,15
86,29
87,31
88,77
89,79
90,93
91,95
92,141
93,143
94,157
95,159
96,32
97,34
98,48
99,50
100,96
101,98
102,112
103,114
104,160
105,162
106,176
107,178
108,33
109,35
110,49
111,51
112,97
113,99
114,113
115,115
116,161
117,163
118,177
119,179
120,36
121,38
122,52
123,54
124,100
125,102
126,116
127,118
128,164
129,166
130,180
131,182
132,37
133,39
134,53
135,55
136,101
137,103
138,117
139,119
140,165
141,167
142,181
143,183
