input_index,swizzled_index
0,0
1,2
2,16
3,18
4,512
5,514
6,528
7,530
8,1024
9,1026
10,1040
11,1042
12,1536
13,1538
14,1552
15,1554
16,2048
17,2050
18,2064
19,2066
20,2560
21,2562
22,2576
23,2578
24,3072
25,3074
26,3088
27,3090
28,3584
29,3586
30,3600
31,3602
32,4096
33,4098
34,4112
35,4114
36,4608
37,4610
38,4624
39,4626
40,5120
41,5122
42,5136
43,5138
44,5632
45,5634
46,5648
47,5650
48,6144
49,6146
50,6160
51,6162
52,6656
53,6658
54,6672
55,6674
56,7168
57,7170
58,7184
59,7186
60,7680
61,7682
62,7696
63,7698
64,8192
65,8194
66,8208
67,8210
68,8704
69,8706
70,8720
71,8722
72,9216
73,9218
74,9232
75,9234
76,9728
77,9730
78,9744
79,9746
80,10240
81,10242
82,10256
83,10258
84,10752
85,10754
86,10768
87,10770
88,11264
89,11266
90,11280
91,11282
92,11776
93,11778
94,11792
95,11794
96,12288
97,12290
98,12304
99,12306
100,12800
101,12802
102,12816
103,12818
104,13312
105,13314
106,13328
107,13330
108,13824
109,13826
110,13840
111,13842
112,14336
113,14338
114,14352
115,14354
116,14848
117,14850
118,14864
119,14866
120,15360
121,15362
122,15376
123,15378
124,15872
125,15874
126,15888
127,15890
128,16384
129,16386
130,16400
131,16402
132,16896
133,16898
134,16912
135,16914
136,17408
137,17410
138,17424
139,17426
140,17920
141,17922
142,17936
143,17938
144,18432
145,18434
146,18448
147,18450
148,18944
149,18946
150,18960
151,18962
152,19456
153,19458
154,19472
155,19474
156,19968
157,19970
158,19984
159,19986
160,20480
161,20482
162,20496
163,20498
164,20992
165,20994
166,21008
167,21010
168,21504
169,21506
170,21520
171,21522
172,22016
173,22018
174,22032
175,22034
176,22528
177,22530
178,22544
179,22546
180,23040
181,23042
182,23056
183,23058
184,23552
185,23554
186,23568
187,23570
188,24064
189,24066
190,24080
191,24082
192,1
193,3
194,17
195,19
196,513
197,515
198,529
199,531
200,1025
201,1027
202,1041
203,1043
204,1537
205,1539
206,1553
207,1555
208,2049
209,2051
210,2065
211,2067
212,2561
213,2563
214,2577
215,2579
216,3073
217,3075
218,3089
219,3091
220,3585
221,3587
222,3601
223,3603
224,4097
225,4099
226,4113
227,4115
228,4609
229,4611
230,4625
231,4627
232,5121
233,5123
234,5137
235,5139
236,5633
237,5635
238,5649
239,5651
240,6145
241,6147
242,6161
243,6163
244,6657
245,6659
246,6673
247,6675
248,7169
249,7171
250,7185
251,7187
252,7681
253,7683
254,7697
255,7699
256,8193
257,8195
258,8209
259,8211
260,8705
261,8707
262,8721
263,8723
264,9217
265,9219
266,9233
267,9235
268,9729
269,9731
270,9745
271,9747
272,10241
273,10243
274,10257
275,10259
276,10753
277,10755
278,10769
279,10771
280,11265
281,11267
282,11281
283,11283
284,11777
285,11779
286,11793
287,11795
288,12289
289,12291
290,12305
291,12307
292,12801
293,12803
294,12817
295,12819
296,13313
297,13315
298,13329
299,13331
300,13825
301,13827
302,13841
303,13843
304,14337
305,14339
306,14353
307,14355
308,14849
309,14851
310,14865
311,14867
312,15361
313,15363
314,15377
315,15379
316,15873
317,15875
318,15889
319,15891
320,16385
321,16387
322,16401
323,16403
324,16897
325,16899
326,16913
327,16915
328,17409
329,17411
330,17425
331,17427
332,17921
333,17923
334,17937
335,17939
336,18433
337,18435
338,18449
339,18451
340,18945
341,18947
342,18961
343,18963
344,19457
345,19459
346,19473
347,19475
348,19969
349,19971
350,19985
351,19987
352,20481
353,20483
354,20497
355,20499
356,20993
357,20995
358,21009
359,21011
360,21505
361,21507
362,21521
363,21523
364,22017
365,22019
366,22033
367,22035
368,22529
369,22531
370,22545
371,22547
372,23041
373,23043
374,23057
375,23059
376,23553
377,23555
378,23569
379,23571
380,24065
381,24067
382,24081
383,24083
384,4
385,6
386,20
387,22
388,516
389,518
390,532
391,534
392,1028
393,1030
394,1044
395,1046
396,1540
397,1542
398,1556
399,1558
400,2052
401,2054
402,2068
403,2070
404,2564
405,2566
406,2580
407,2582
408,3076
409,3078
410,3092
411,3094
412,3588
413,3590
414,3604
415,3606
416,4100
417,4102
418,4116
419,4118
420,4612
421,4614
422,4628
423,4630
424,5124
425,5126
426,5140
427,5142
428,5636
429,5638
430,5652
431,5654
432,6148
433,6150
434,6164
435,6166
436,6660
437,6662
438,6676
439,6678
440,7172
441,7174
442,7188
443,7190
444,7684
445,7686
446,7700
447,7702
448,8196
449,8198
450,8212
451,8214
452,8708
453,8710
454,8724
455,8726
456,9220
457,9222
458,9236
459,9238
460,9732
461,9734
462,9748
463,9750
464,10244
465,10246
466,10260
467,10262
468,10756
469,10758
470,10772
471,10774
472,11268
473,11270
474,11284
475,11286
476,11780
477,11782
478,11796
479,11798
480,12292
481,12294
482,12308
483,12310
484,12804
485,12806
486,12820
487,12822
488,13316
489,13318
490,13332
491,13334
492,13828
493,13830
494,13844
495,13846
496,14340
497,14342
498,14356
499,14358
500,14852
501,14854
502,14868
503,14870
504,15364
505,15366
506,15380
507,15382
508,15876
509,15878
510,15892
511,15894
512,16388
513,16390
514,16404
515,16406
516,16900
517,16902
518,16916
519,16918
520,17412
521,17414
522,17428
523,17430
524,17924
525,17926
526,17940
527,17942
528,18436
529,18438
530,18452
531,18454
532,18948
533,18950
534,18964
535,18966
536,19460
537,19462
538,19476
539,19478
540,19972
541,19974
542,19988
543,19990
544,20484
545,20486
546,20500
547,20502
548,20996
549,20998
550,21012
551,21014
552,21508
553,21510
554,21524
555,21526
556,22020
557,22022
558,22036
559,22038
560,22532
561,22534
562,22548
563,22550
564,23044
565,23046
566,23060
567,23062
568,23556
569,23558
570,23572
571,23574
572,24068
573,24070
574,24084
575,24086
576,5
577,7
578,21
579,23
580,517
581,519
582,533
583,535
584,1029
585,1031
586,1045
587,1047
588,1541
589,1543
590,1557
591,1559
592,2053
593,2055
594,2069
595,2071
596,2565
597,2567
598,2581
599,2583
600,3077
601,3079
602,3093
603,3095
604,3589
605,3591
606,3605
607,3607
608,4101
609,4103
610,4117
611,4119
612,4613
613,4615
614,4629
615,4631
616,5125
617,5127
618,5141
619,5143
620,5637
621,5639
622,5653
623,5655
624,6149
625,6151
626,6165
627,6167
628,6661
629,6663
630,6677
631,6679
632,7173
633,7175
634,7189
635,7191
636,7685
637,7687
638,7701
639,7703
640,8197
641,8199
642,8213
643,8215
644,8709
645,8711
646,8725
647,8727
648,9221
649,9223
650,9237
651,9239
652,9733
653,9735
654,9749
655,9751
656,10245
657,10247
658,10261
659,10263
660,10757
661,10759
662,10773
663,10775
664,11269
665,11271
666,11285
667,11287
668,11781
669,11783
670,11797
671,11799
672,12293
673,12295
674,12309
675,12311
676,12805
677,12807
678,12821
679,12823
680,13317
681,13319
682,13333
683,13335
684,13829
685,13831
686,13845
687,13847
688,14341
689,14343
690,14357
691,14359
692,14853
693,14855
694,14869
695,14871
696,15365
697,15367
698,15381
699,15383
700,15877
701,15879
702,15893
703,15895
704,16389
705,16391
706,16405
707,16407
708,16901
709,16903
710,16917
711,16919
712,17413
713,17415
714,17429
715,17431
716,17925
717,17927
718,17941
719,17943
720,18437
721,18439
722,18453
723,18455
724,18949
725,18951
726,18965
727,18967
728,19461
729,19463
730,19477
731,19479
732,19973
733,19975
734,19989
735,19991
736,20485
737,20487
738,20501
739,20503
740,20997
741,20999
742,21013
743,21015
744,21509
745,21511
746,21525
747,21527
748,22021
749,22023
750,22037
751,22039
752,22533
753,22535
754,22549
755,22551
756,23045
757,23047
758,23061
759,23063
760,23557
761,23559
762,23573
763,23575
764,24069
765,24071
766,24085
767,24087
768,8
769,10
770,24
771,26
772,520
773,522
774,536
775,538
776,1032
777,1034
778,1048
779,1050
780,1544
781,1546
782,1560
783,1562
784,2056
785,2058
786,2072
787,2074
788,2568
789,2570
790,2584
791,2586
792,3080
793,3082
794,3096
795,3098
796,3592
797,3594
798,3608
799,3610
800,4104
801,4106
802,4120
803,4122
804,4616
805,4618
806,4632
807,4634
808,5128
809,5130
810,5144
811,5146
812,5640
813,5642
814,5656
815,5658
816,6152
817,6154
818,6168
819,6170
820,6664
821,6666
822,6680
823,6682
824,7176
825,7178
826,7192
827,7194
828,7688
829,7690
830,7704
831,7706
832,8200
833,8202
834,8216
835,8218
836,8712
837,8714
838,8728
839,8730
840,9224
841,9226
842,9240
843,9242
844,9736
845,9738
846,9752
847,9754
848,10248
849,10250
850,10264
851,10266
852,10760
853,10762
854,10776
855,10778
856,11272
857,11274
858,11288
859,11290
860,11784
861,11786
862,11800
863,11802
864,12296
865,12298
866,12312
867,12314
868,12808
869,12810
870,12824
871,12826
872,13320
873,13322
874,13336
875,13338
876,13832
877,13834
878,13848
879,13850
880,14344
881,14346
882,14360
883,14362
884,14856
885,14858
886,14872
887,14874
888,15368
889,15370
890,15384
891,15386
892,15880
893,15882
894,15896
895,15898
896,16392
897,16394
898,16408
899,16410
900,16904
901,16906
902,16920
903,16922
904,17416
905,17418
906,17432
907,17434
908,17928
909,17930
910,17944
911,17946
912,18440
913,18442
914,18456
915,18458
916,18952
917,18954
918,18968
919,18970
920,19464
921,19466
922,19480
923,19482
924,19976
925,19978
926,19992
927,19994
928,20488
929,20490
930,20504
931,20506
932,21000
933,21002
934,21016
935,21018
936,21512
937,21514
938,21528
939,21530
940,22024
941,22026
942,22040
943,22042
944,22536
945,22538
946,22552
947,22554
948,23048
949,23050
950,23064
951,23066
952,23560
953,23562
954,23576
955,23578
956,24072
957,24074
958,24088
959,24090
960,9
961,11
962,25
963,27
964,521
965,523
966,537
967,539
968,1033
969,1035
970,1049
971,1051
972,1545
973,1547
974,1561
975,1563
976,2057
977,2059
978,2073
979,2075
980,2569
981,2571
982,2585
983,2587
984,3081
985,3083
986,3097
987,3099
988,3593
989,3595
990,3609
991,3611
992,4105
993,4107
994,4121
995,4123
996,4617
997,4619
998,4633
999,4635
1000,5129
1001,5131
1002,5145
1003,5147
1004,5641
1005,5643
1006,5657
1007,5659
1008,6153
1009,6155
1010,6169
1011,6171
1012,6665
1013,6667
1014,6681
1015,6683
1016,7177
1017,7179
1018,7193
1019,7195
1020,7689
1021,7691
1022,7705
1023,7707
1024,8201
1025,8203
1026,8217
1027,8219
1028,8713
1029,8715
1030,8729
1031,8731
1032,9225
1033,9227
1034,9241
1035,9243
